Região,Ano,Mês,Energia
Brasil,2016,Dezembro,38782644.980000004
Norte,2016,Dezembro,2896559
Nordeste,2016,Dezembro,6866218.529999999
Sudeste,2016,Dezembro,19268368.88
Sul,2016,Dezembro,6944869.4
Centro-Oeste,2016,Dezembro,2806629.17
Brasil,2015,Dezembro,38676460.36000001
Norte,2015,Dezembro,2962634
Nordeste,2015,Dezembro,6799124.31
Sudeste,2015,Dezembro,19359381.939999998
Sul,2015,Dezembro,6604791.22
Centro-Oeste,2015,Dezembro,2950528.89
Brasil,2014,Dezembro,39838307.03
Norte,2014,Dezembro,2816133
Nordeste,2014,Dezembro,6859202.03
Sudeste,2014,Dezembro,20098588
Sul,2014,Dezembro,7266585
Centro-Oeste,2014,Dezembro,2797799
Brasil,2013,Dezembro,39556378.239999995
Norte,2013,Dezembro,2738735.24
Nordeste,2013,Dezembro,6733760
Sudeste,2013,Dezembro,20381824
Sul,2013,Dezembro,6885986
Centro-Oeste,2013,Dezembro,2816073
Brasil,2012,Dezembro,37765084.440000005
Norte,2012,Dezembro,2410373.0300000003
Nordeste,2012,Dezembro,6478746
Sudeste,2012,Dezembro,19506176
Sul,2012,Dezembro,6725279.41
Centro-Oeste,2012,Dezembro,2644510
Brasil,2011,Dezembro,36741948.78
Norte,2011,Dezembro,2415931.7800000003
Nordeste,2011,Dezembro,6244198
Sudeste,2011,Dezembro,19297800
Sul,2011,Dezembro,6344201
Centro-Oeste,2011,Dezembro,2439818
Brasil,2010,Dezembro,35956439.4
Norte,2010,Dezembro,2260545.71
Nordeste,2010,Dezembro,6165765
Sudeste,2010,Dezembro,19306259
Sul,2010,Dezembro,6029230.6899999995
Centro-Oeste,2010,Dezembro,2194639
Brasil,2009,Dezembro,34123194.7
Norte,2009,Dezembro,2121716
Nordeste,2009,Dezembro,5968068
Sudeste,2009,Dezembro,18201962.2
Sul,2009,Dezembro,5739383
Centro-Oeste,2009,Dezembro,2092065.5
Brasil,2008,Dezembro,31559278.490000002
Norte,2008,Dezembro,2032318
Nordeste,2008,Dezembro,5535839.49
Sudeste,2008,Dezembro,16659849
Sul,2008,Dezembro,5366031
Centro-Oeste,2008,Dezembro,1965241
Brasil,2007,Dezembro,32304926
Norte,2007,Dezembro,1991017
Nordeste,2007,Dezembro,5546780
Sudeste,2007,Dezembro,17621312
Sul,2007,Dezembro,5333163
Centro-Oeste,2007,Dezembro,1812654
Brasil,2006,Dezembro,30493979.03000001
Norte,2006,Dezembro,1864369.94
Nordeste,2006,Dezembro,5122709.51
Sudeste,2006,Dezembro,16689648.170000004
Sul,2006,Dezembro,5074875.269999999
Centro-Oeste,2006,Dezembro,1742376.14
Brasil,2005,Dezembro,29505146.070000004
Norte,2005,Dezembro,1774268.42
Nordeste,2005,Dezembro,5005463.899999999
Sudeste,2005,Dezembro,16116894.270000001
Sul,2005,Dezembro,4948742.880000002
Centro-Oeste,2005,Dezembro,1659776.5999999999
Brasil,2004,Dezembro,28562106.43
Norte,2004,Dezembro,1740620.86
Nordeste,2004,Dezembro,4770509.72
Sudeste,2004,Dezembro,15750647.949999997
Sul,2004,Dezembro,4665214.36
Centro-Oeste,2004,Dezembro,1635113.54
